UUID, brand, product
5abff5c1-1b81-4e06-9d08-257ecde966e1,Pontiac,1000
73a3acde-0f32-4d27-b667-65492ae2fd2c,BMW,X5
19af36df-3f90-46d7-9437-4df5cba801d4,Rolls-Royce,Phantom
a0cc2d74-7db4-4c40-b867-1baee5a5c7ad,Chevrolet,Express
3282df96-7e66-4702-8f3a-013c35a03a59,Honda,Accord
2f2cf846-a370-4362-b5bf-3c65f222210f,Dodge,Viper
eecf86b6-5d87-429f-bd55-f45cb424bbdc,Toyota,4Runner
96c12085-76c7-424d-8bc1-5016215631df,Dodge,Viper RT/10
898e8449-fb76-4b88-9228-df03047655f5,Aston Martin,DB9
a1785958-4159-4b7f-87e8-c5324832a57b,Plymouth,Neon
af80241b-d987-45d2-972e-dfb210e02a28,Jaguar,XF
71a07d57-dd17-41f9-b97e-af516f96403e,Dodge,D150
1a4ccd15-c2b2-4fd6-a58c-0c30572fe90f,Subaru,Baja
ec769095-a329-474b-908e-41d33505817a,Suzuki,Sidekick
f4e0ed51-20aa-4761-a1da-fdaf60630bcb,Pontiac,Grand Prix
50f9eae8-776c-4485-b61c-94509cf62aea,Mazda,Millenia
4e4be9d1-9139-4d47-aa9f-e7fafb4ecc67,Buick,Park Avenue
f401fa52-f12c-4ef2-8e42-139bf1f1140c,Daewoo,Nubira
537614d3-1c19-4f24-bcad-4c468c08ddc9,Suzuki,SX4
389941d6-dd88-493b-bfdd-6a43a3a8e67c,Mazda,B-Series
d52ed557-787f-4230-b032-5cfb3d450203,Plymouth,Colt Vista
5c3a0a6c-8d67-4964-a0c7-b8ac7215e592,GMC,Savana 1500
186a2352-4994-4fef-96a8-1069e9eef7d5,Ford,Flex
0ec478b0-f98d-4a96-ba3b-423a7faca37c,Maserati,Quattroporte
f862d452-8431-421c-bb37-f6bf0bfd21a9,Subaru,XT
d8b6b142-a366-4707-a975-a69e44368389,Jeep,Wrangler
b8025626-ff99-43be-aec9-ecfa6000d1f1,Toyota,Celica
a369cd02-993e-4768-bd58-a4d37643da31,Mitsubishi,Lancer Evolution
eba019cd-f5a0-4721-b922-bda2284d45e7,Mercedes-Benz,S-Class
0672fb06-1e57-4384-ab34-31658ea62596,Mercury,Grand Marquis
6bfa25cc-6304-4021-b4cb-6ff429348edf,Porsche,928
bdf977dc-83aa-497c-8fa7-6ae9425fd629,Volkswagen,CC
1369ca81-822e-4e7b-a5b0-61471c9f9018,Ford,Taurus
6d473987-5a89-4ff0-92ea-bc3469b6731c,Chrysler,300M
543ed8c1-78fd-4776-a310-2dbf1daa45be,Mercury,Cougar
499d46c9-446c-419c-93a7-ec925ca5b0e4,GMC,Safari
8e2fe29f-0f23-43ef-9dc0-52da45a2e314,Mercedes-Benz,300SD
fd60489a-8bd3-4e66-95c6-ce80b62450ff,Cadillac,STS
cc169ca4-4a92-42a9-8d83-f5e47f43b678,Chevrolet,G-Series 2500
9ab62e08-5671-41a3-86c2-e95cf49805bf,Suzuki,Forenza
3bbd1d48-a430-4880-abff-4411a276f607,Jaguar,XJ Series
e66295da-eb71-44cb-9430-429ee08983fe,Ford,Tempo
0207cb0d-4ae6-40a7-9497-3c84e38d250b,Saturn,Sky
131271f2-2f6b-410a-ba65-3dff19ddd327,Dodge,Durango
b290f725-890e-43f0-90e9-b383acb4cd77,Saab,9000
241c6ccb-9182-4221-a77f-e5774ea50a3d,Saturn,VUE
dc3ad8bb-be9e-4177-b027-5720a3d2ee58,Hyundai,Santa Fe
9de6719f-c4c4-48f4-8324-48b7af28c914,Hyundai,Veracruz
446ae56c-5834-4adb-a424-1382ef795adb,Volkswagen,Routan
0fa25497-1154-4ff6-8f12-ca1731e6289a,Ford,LTD Crown Victoria
9dcb9e5d-5854-472f-858d-c54ebc62bda3,Mercedes-Benz,CLS-Class
2f1df4f8-54a3-4227-8ce3-a28d9f30c1cf,Chevrolet,Suburban 2500
2ea05dd3-5ad5-4b5d-a947-e37e1b4aa679,Oldsmobile,Achieva
24b5b63a-6ea5-42e3-892d-21028a15b906,Buick,LaCrosse
1bb9c7d1-69a1-42ea-804a-31641af08d0a,Ford,Aerostar
bb8ebeb9-cab9-4771-a63b-30011f26301a,Nissan,350Z
5e828d78-ffc6-43c6-86e7-cb5773bb640e,Mazda,Mazda6
6872f3a0-6aa2-4148-aabd-c89298dc10cc,Acura,MDX
e1eda6bf-1daf-4c7a-8a5c-e76615993c2d,Ford,F450
b7cbcc39-cac7-4a96-a27b-97967b6c5329,Mitsubishi,Sigma
3e0f2c82-107f-42a1-80f8-4c6598be967d,Volvo,XC70
175da16b-5012-41ba-b93c-fc4f19d93d3b,Toyota,Tacoma
5a75640e-5ccb-473c-ae96-18109f492252,BMW,525
ae88c1db-f949-43f6-925f-a7c629fd579a,Infiniti,Q
869dd078-aa4b-4736-b256-b18d82d6c883,Audi,4000s
e111d4a0-a186-4507-8516-5fd4ea52ebb7,Subaru,Outback
9617ca2f-833d-4689-ac66-0e2da16c28b1,Scion,FR-S
d1ea83a2-29e7-49d7-b928-0eba165df5aa,Suzuki,Aerio
a20c9481-e1bc-4d25-8a10-db9ecc4dcdc9,Chevrolet,Cavalier
610382ae-3e53-44f9-8286-f589d1654573,Honda,Ridgeline
9bef6a83-bf35-4365-820f-9b7869214749,Lamborghini,Diablo
49e0e584-b1d1-4c96-9496-24cdc438f365,Chevrolet,Caprice
11843a76-0c56-4f99-bb4b-4681f8046fd9,Ford,Club Wagon
0005be22-74e0-4b8e-8dbe-30a39b2a5151,Mercedes-Benz,SLR McLaren
a3998005-0d79-4441-a121-424cd00603fe,Toyota,Tacoma Xtra
7b0c0058-d497-4f3b-8dae-db68ea99d294,Cadillac,Eldorado
bd616b24-7a8f-40bc-b9a9-eda65a833cc9,Audi,80
3b35ee7e-4345-42dc-bd14-09ed6522a73c,Audi,A5
18130e8e-a600-4562-80ed-253d92b67cae,Subaru,Alcyone SVX
33408df5-6afa-42d0-8f54-390634cc0e39,Dodge,Caravan
a1e1f32b-f13e-4521-8b28-ce27c4cb7d28,Ford,Econoline E250
7d695bce-4d2c-4251-9772-84eed239c246,GMC,1500 Club Coupe
2d946e8b-6a29-4f65-b7ed-ce5a25e29c3c,Ford,Focus
7bc223fa-3392-4885-a87f-78a177b41e7f,Suzuki,Equator
dd5c7c53-23e2-4f20-b03f-1059ba5921cd,Isuzu,Amigo
de0f0ac7-0a20-45cf-a76f-41c9bc94e755,Subaru,Forester
d0422185-80d9-4eae-b038-91cfdf15cf10,Plymouth,Grand Voyager
91a9e62d-0114-4bc1-9688-2c694e1fe3ed,Toyota,Land Cruiser
777e4d34-c18a-4c4a-af42-1719dab5bf22,Toyota,Corolla
40389092-a6c6-4814-95bc-3c156079c1ee,Audi,S5
26b87dc1-2067-45ff-9db7-e6d1d16462a5,GMC,Sierra
3c721927-32f6-4df7-abe7-f25e06e23744,Subaru,Loyale
fd527eb7-25b6-45d9-ac7e-2ce5e981a4dd,Volkswagen,Touareg
0521589f-44ea-44d1-879b-8f97674f6894,Toyota,MR2
dde003e7-68ed-4b78-a46a-694aac039ee2,Acura,RL
07136e3b-5c33-4394-b937-9885d2e40b8f,Toyota,Highlander
a3110ce1-fde6-4364-9b61-17a1d4ce4b24,manufacturer,name
35c0dc69-0e5e-4278-b1db-32147a22ea38,Audi,5000S
b6f6ebff-c01b-42d7-a2e1-752ed2e4f0b5,Nissan,Pathfinder
4b193aca-fda3-4b9b-a145-b98cce8c57f0,GMC,Savana 3500
894d2497-e347-4910-9c21-2c8cad192c66,Eagle,Summit
59e17405-befd-41de-88ad-fe626c703a27,Mercury,Mystique
779fa0b3-cbd0-41fc-bf8b-2ffa33648c72,Infiniti,EX
18f094c0-baaa-460e-9307-36ac019236c5,Mitsubishi,3000GT
f44c8d46-a7ad-4a52-9769-f1cc86964eaa,Chevrolet,Silverado 1500
9eaf6d64-9c3a-487e-ac68-a36faced9a09,Oldsmobile,Bravada
34fae8d7-fd52-4601-8f23-496e3a786d24,Scion,tC
f6aff980-d872-4e61-9c58-3d66ca9c7cee,Ford,ZX2
61602bab-6a49-484a-9c82-ae1d2c720457,Hummer,H1
1c06ca01-2c99-40cd-8d96-6340a983a772,Chevrolet,Astro
b7999951-d4f3-48db-b77c-ad4c9cd86e7c,Ford,Crown Victoria
9c126a15-8f26-47e0-9046-137ff79dd412,Mazda,Mazda5
aafa2d2e-1e49-4a02-bc03-2b0833e0e90c,Oldsmobile,Ciera
3be11892-e25b-4c78-b7f5-d55cc4b17d30,Oldsmobile,Intrigue
24e52aa8-6735-4b1e-92fe-3c01b4f44614,Volkswagen,GTI
85d1ac6e-aa53-41db-8644-2a05e44bcc46,Ford,Escort
da66f00d-6b32-40b5-b2d7-2ce4de7f07dd,Audi,S6
57c2e38e-bb64-4b85-976d-8fe7c2eb584f,GMC,Rally Wagon 1500
22404327-d3ec-4ddc-9cf1-1ee4a21a09dc,Ford,Festiva
fed884a1-56cc-452a-8bc4-003f1d8e016f,Porsche,Cayenne
b00bed8f-6edd-4d23-b78b-c9b8f57203b3,Mercedes-Benz,300SE
5be87033-8861-4109-853a-4f48d468a223,Chevrolet,Express 1500
eaa0785c-6697-4c3f-b3bf-07d7497ed7c9,Chevrolet,Suburban 1500
df6027c8-2842-4bf9-97cf-1ba6b4d01126,Infiniti,G35
c5962fb7-3779-4a2d-a7f6-51500bb450ea,Chevrolet,S10
2e98ab88-e7a1-4c61-9c80-74e7cbf72bcf,Lexus,LS
f38ffff0-4a5c-46b6-8829-76c642f9760c,Dodge,Challenger
ae9422cd-f278-46d5-a839-8a6a0a215a15,Ford,Econoline E350
5c37c620-b05e-4390-810c-be06844cf80b,Ford,F-250 Super Duty
b83b1d51-405f-42fd-b84c-5e08606eef74,Volkswagen,Type 2
0907480b-dcdb-4f64-a540-f1aa5c489c89,Suzuki,Daewoo Magnus
3bba8de1-2fb8-4711-8023-286e97644746,Maybach,57
44d8f502-7245-4413-8e93-d2437b545aaa,GMC,Sierra 1500
fb346902-f0d9-468a-b601-c9a09a6c2f0d,Volkswagen,Golf
26e0dfaa-ff52-4878-8108-dd7074ffa84b,GMC,1500
65b08134-df69-46d1-9201-93f55250b429,Mercedes-Benz,SLK55 AMG
874d8a47-615c-4b69-80a0-a0eb8165a4a3,Pontiac,Solstice
22170e0a-a92e-44cf-b24c-4515ab05b317,Mazda,RX-7
7e9ca6e2-53c1-4805-96b3-b9edfd1d134e,GMC,Terrain
39329007-3a1e-40dc-a706-93a3701d39f6,Maybach,62
ceb3c75e-410a-451f-8bbd-b70baa458db0,Kia,Soul
2c846ee5-f2a8-4216-8c0e-c645a4630a33,Buick,LeSabre
fe13cd17-7d06-4f8f-a15a-5385a9ce4458,BMW,6 Series
5def280f-eaae-49af-8052-0104679356e2,Pontiac,Montana
092b44fb-4658-4334-89ec-ac4ff4f0b328,GMC,Sonoma Club
e27eb3ff-7596-43c7-9a9a-69303fc94578,Mitsubishi,Lancer
f1379f60-1e00-45bf-93bb-3e851dee7bf5,Ford,Fiesta
f0108de4-526c-4539-91ac-5b3278bc4a4d,Ford,E250
